"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Why is it twerking?","56","3","2023-06-20T20:14:41.000Z","jorozco83","https://www.tiktok.com/@milkblood/video/7246802617018469674","6915409329738843141","7246864218308494122","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7325910946886238214~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=152bbd59&x-expires=1763848800&x-signature=dD2ZtCHgd6EceCCz3Ii6eGHU%2Fsg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"we believe","13","1","2023-06-20T21:44:11.000Z","posttrout","https://www.tiktok.com/@milkblood/video/7246802617018469674","7106216442508411947","7246887299031106350","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ae170f108672c1cdb8ca61ebbb6aa97f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bfdde136&x-expires=1763848800&x-signature=XmwBeHnYyGfPK%2BwZfvzpmnWnJGs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"I got scared","291","6","2023-06-20T16:34:15.000Z","sorryidonthaveanychange","https://www.tiktok.com/@milkblood/video/7246802617018469674","6782423390177756166","7246807420260057899","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/50d77d4a141162dd2126fe9a05e357f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=55bac9a1&x-expires=1763848800&x-signature=jOhA%2FwQoZtGAcgJUTyI588veamw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Finally REAL FOOTAGE!","39","1","2023-06-20T20:29:20.000Z","dailylifenews2","https://www.tiktok.com/@milkblood/video/7246802617018469674","7157632393996682282","7246867996768404266","https://p77-sign-va-lite.tiktokcdn.com/tos-maliva-avt-0068/c6414dcfe475af4199880ce201c0a754~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d53da8ab&x-expires=1763848800&x-signature=ha7CtNp1tnEzHtqEnKasEPF5xL4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"LA and Vegas be like that sometimes","29","1","2023-07-22T14:32:38.000Z","glofly6","https://www.tiktok.com/@milkblood/video/7246802617018469674","6943700729481069574","7258650779391689515","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/78e1f061044b0fb8a073389529794779~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=02839f1a&x-expires=1763848800&x-signature=m1xgaSHgOzR8CYWzwqZ6MG7%2Bpvs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"chat is this real?","30","1","2023-06-22T08:12:31.000Z","braydonwilson165","https://www.tiktok.com/@milkblood/video/7246802617018469674","7009526675987022854","7247420035325838126","https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7353882865085448235~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9a9ce984&x-expires=1763848800&x-signature=o%2FsrAVc0dZ%2FKHQrq13qGDltSbzA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Their leader said “try to fit in”","62","1","2023-06-20T19:34:07.000Z","arietis28","https://www.tiktok.com/@milkblood/video/7246802617018469674","7166823006575969322","7246853782196405038","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/848870ef56f384031412913952a11606~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=57bfb083&x-expires=1763848800&x-signature=U%2B4eX7OZo7Sz4x1zvxkq0kaJ6dA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"My man was twerking hard!!!","47","1","2023-06-21T04:52:48.000Z","coolvilleking","https://www.tiktok.com/@milkblood/video/7246802617018469674","7004212098335048709","7246997710359610154","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/394f0cb578c13b63d9f3d2a03650232c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6c215998&x-expires=1763848800&x-signature=%2Bdb51Fju6ZGianyI9NKy6flkjcM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"it's REAL Folks 😁😁😁","6","0","2025-08-12T16:16:13.000Z","kashajustkash","https://www.tiktok.com/@milkblood/video/7246802617018469674","6575969288472461318","7537733479976977207","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b4d1ab70a0b2a300124471e0c979bdf0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4cddaf60&x-expires=1763848800&x-signature=CGmmISrqnzBQubi%2BG19TF90UhFs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Now I have a hard time telling if this is real or not 🤔","8","1","2023-06-20T19:41:43.000Z","michelle._.h.7","https://www.tiktok.com/@milkblood/video/7246802617018469674","6856256724237550597","7246855721218851627","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7353257617352818730~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3bda2a67&x-expires=1763848800&x-signature=%2F%2B4SGImoRVTTlbLQUDEExZ1%2BFlM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"this is the most realistic video of aliens I've ever seen!","439","7","2023-06-20T19:12:03.000Z","jivedturkey","https://www.tiktok.com/@milkblood/video/7246802617018469674","7020594447122826246","7246848051796968235","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/00d0707f3b10279c44a0860ca67abc85~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3774d454&x-expires=1763848800&x-signature=PVGP9yA0NWvxyI4f9Swtt8nZDhU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"😅 what happens in Vegas stays in Vegas","181","1","2023-06-20T21:13:18.000Z","shawn84_","https://www.tiktok.com/@milkblood/video/7246802617018469674","7102825513944843306","7246879320802034475","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/21f76252c2f35c6c6081796a2fec1f7f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8346912f&x-expires=1763848800&x-signature=Zj%2FvRNxoHA7L6dKiripdCcSUj4c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"This is why we are still sheeps. Smh","21","1","2023-06-20T19:27:43.000Z","boricua3777","https://www.tiktok.com/@milkblood/video/7246802617018469674","6945561060497933318","7246852108103402283","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7324270085953191942~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=dbdf3df6&x-expires=1763848800&x-signature=xFLq%2BRyTeF90%2Bl9l2JUDNNH9u4M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Bro you got me!!! Scared me then I started laughing hard","67","2","2023-06-20T21:15:46.000Z","iwas.iam","https://www.tiktok.com/@milkblood/video/7246802617018469674","7169956023334241322","7246879947590943530","https://p77-sign-va-lite.tiktokcdn.com/tos-maliva-avt-0068/387ec5326f7ddf012ebede8319095c19~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2a7c869a&x-expires=1763848800&x-signature=qKsmupT2sx3uu5ITihoXMIfUJXs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"U know..My daughters friend described something like this . Following him..Then the next day we heard about this alien story..Umm.?","19","1","2023-06-30T06:30:09.000Z","nannabussiness","https://www.tiktok.com/@milkblood/video/7246802617018469674","7144399982311818282","7250362456410751790","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7343749966608728106~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3a115c03&x-expires=1763848800&x-signature=nCDJ9F5MZIL45deD3BhxHUGACuk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Goofy ah","19","0","2023-06-20T22:33:09.000Z","ztec5","https://www.tiktok.com/@milkblood/video/7246802617018469674","6851667964657107973","7246899910937740078","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7347971197621141546~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=cfbcb29e&x-expires=1763848800&x-signature=%2FtTnv7ox2ckvfR9VdzOVdGpExAU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"great","24","0","2023-07-23T05:45:21.000Z","chappyssupreme","https://www.tiktok.com/@milkblood/video/7246802617018469674","7253677810115806250","7258885963291312942","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/389702c16d30a119ad6cc594ecea62ee~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8bc4072a&x-expires=1763848800&x-signature=zXZCh%2Fq%2BK%2BPwoCc%2BSccms%2BeXcuM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Omg 😭😂","18","0","2023-10-28T15:55:40.000Z","halle.jae23","https://www.tiktok.com/@milkblood/video/7246802617018469674","7174552409363137582","7295038551090479914","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b8b52f68489004624ae15b41fc8a3811~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9257bc8d&x-expires=1763848800&x-signature=w9jvl82bR%2BREU315vNxlUFZSnkA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"wtf bro 😳","16","0","2023-06-20T23:10:31.000Z","kevo2fams","https://www.tiktok.com/@milkblood/video/7246802617018469674","6773416401962828805","7246909521057547051","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7352905793865252906~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=5beb239e&x-expires=1763848800&x-signature=fDGVquDpENGSzFmcaA4rQGbDEWQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Lol","17","0","2023-06-21T01:07:24.000Z","papahemmingway","https://www.tiktok.com/@milkblood/video/7246802617018469674","6873631600476341253","7246939627424056106","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7345218297438158894~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bf437299&x-expires=1763848800&x-signature=SYFO35Dfyh2F1XLWjaL7Uz0Nrbs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Bruh 😂😂😂😂","42","0","2023-09-09T18:59:57.000Z","guntherthatpenguin","https://www.tiktok.com/@milkblood/video/7246802617018469674","7266998729802105899","7276902825304425258","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/905c8f0871c8c73232f916ce9d8eb693~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=efb271f7&x-expires=1763848800&x-signature=oeWCox%2BjPcxFSKNJieeWVyDHpIA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"","71","0","2025-07-31T00:41:53.000Z","aneyah.steven","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7417288722435605547","7533039746328576823","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/29fb95e79b502c422ab784860fdae733~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fec43410&x-expires=1763848800&x-signature=%2F6TJTiQ%2BYkxCJM4jR2yiwlDlOW0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"OMG I see water !!!!!!","63","2","2022-02-06T20:47:32.000Z","evanday550","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","6975607006938760197","7061701254590399237","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/223de6485e2d88ec4d5e823af30a17a0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b2844777&x-expires=1763848800&x-signature=nrOBYSb4I3iygbQd32CLv5h3UaU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","36","2","2025-06-24T14:39:42.000Z","marshmallw.l0v3star","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7305271920969876485","7519525558181495559","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6e2a694eb54a6b5c23ce2a4992441ce4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b34a4308&x-expires=1763848800&x-signature=CTmOvzpTCXfo93gzhc%2BqxByOwZA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","9","2","2025-09-16T20:04:42.000Z","sigmasigmaboy5670","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7459869168515793962","7550780405014004511","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/979d9cb9a1807c1294c6bab548b4930f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7cdd7ebb&x-expires=1763848800&x-signature=yVyQx24NAy6x14QG837Nr8%2FnHHo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bro its an island","10","1","2025-08-17T16:06:37.000Z","calypsoepicthemusical2","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7449739881433433134","7539586487608984334","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e13ab374aa7bd7e07b09f68024d0dfd6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4e95715b&x-expires=1763848800&x-signature=wCOaA%2F8%2F900kQc1mNPJH9rqxGuc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","19","2","2025-08-18T00:34:57.000Z","amy_a8121","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","6952650060136776709","7539717496661836574","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/071663793fc50abf2257add97eca241e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=357e0fb5&x-expires=1763848800&x-signature=t0C%2FVwZYLCw%2F6rugAdyDJb1Q35o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","5","0","2025-10-10T15:25:47.000Z","roccozzz2","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7479504262419088427","7559614528930251533","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/964813370b524d469e6b9012cfc64e51~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=24148c7d&x-expires=1763848800&x-signature=Gj%2FE0CCHH8O3OD0ncwHXK53tzHY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"AHh HELL NAH","3","0","2025-08-18T00:14:49.000Z","muichiro_tokito1901","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7453307290344850478","7539712292964746015","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/7ab2be1d0c8a7a2e5901f53c16d76837~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=486dc540&x-expires=1763848800&x-signature=0pE3G7kY2bgoLYgvD00tg9%2BKX6w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"What about if it’s just leaves?","1","0","2025-09-27T15:04:20.000Z","dinojt_15","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7049170476623053829","7554784933932286734","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/853f6eb88d0f3fb8e16ac1bc612785b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4ffe97c5&x-expires=1763848800&x-signature=Gjkgdnng1CqaYu44QuHpWwg1LWY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I saw that little city underwater","9","1","2022-11-19T18:11:45.000Z","spongebob47915","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","6991619387828536325","7167791399631962926","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/bb0d9f56f7663918802c212e28248e19~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c2b39cf2&x-expires=1763848800&x-signature=SeZIxipJ5ZFtv045t%2BmhoY6668Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","12","0","2025-08-26T20:45:14.000Z","alexiareyes_","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7401374046133535787","7542998011963704095","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/fcf5e0f3c80b28372aef968d5d380d47~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8dcefe86&x-expires=1763848800&x-signature=e0Ij8Wgjlrx1DYNzRAp7%2BJQtXlw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I have actual pictures and video of my encounters","3","2","2022-09-27T20:13:07.000Z","sacredgrace7","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","6895490770578621445","7148155149122667307","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348241837859176491~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4f197713&x-expires=1763848800&x-signature=us9JqozbLfCSOW5MwAP5e3BeS64%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bru I see water","15","0","2025-08-18T00:40:53.000Z","alexagalizia","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7486646135191389230","7539719011090678583","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4dfe7b8eb7cf442bac1f06e2c3402aad~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d28ef72d&x-expires=1763848800&x-signature=ErbqTZaTIyqG6mwwkivxgtw7wiI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"omg I saw it","2","2","2022-02-06T20:41:24.000Z","aprilxsummer__","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","6908773115611776001","7061699678626251525","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e93875097ff40a799ec6729b3d643d32~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9c762ee4&x-expires=1763848800&x-signature=7cIw8ajTcHBvbA284ea0mUfFNP0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"omg","1","0","2022-03-15T07:33:29.000Z","_skyecowell_","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","6891037754463388674","7075226755371500289","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7730655029df5a402488e0ddf6502ecd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=515b4865&x-expires=1763848800&x-signature=REC%2Fs%2F5S1oMMkbBtL8PuJt6NRbs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Good one! Nearly got me","1","0","2022-07-13T12:06:29.000Z","muckruna89","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7119461888916800517","7119827163948008193","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7119463287753801729~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ed16607e&x-expires=1763848800&x-signature=iORgaMrk%2F%2FWUlKo8fAz398%2FrH10%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Yes","2","0","2022-04-18T16:53:46.000Z","roblox_ac3","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","6998435277854671874","7087988027884503810","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ba728b00fc1b06997032a240b9871a16~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4c1bd0b6&x-expires=1763848800&x-signature=jstDLi1W7fhKqvBgkYssCCutR5c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Where water","1","0","2022-04-03T21:13:52.000Z","c_dauph1n","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7017156189692756998","7082488808000094982","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cf0ad849c38344a1977969aaca98c257~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=91b38ead&x-expires=1763848800&x-signature=jydq2izEEX4gSikiOdOKJ%2FdRPgE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"No","1","1","2022-05-22T08:49:03.000Z","nancyniamhy10","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7066447500122702853","7100480038193365765","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/535f3e0b1b82f2161d2598feb4dabd41~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=44211e5c&x-expires=1763848800&x-signature=D9smwv7vUS75GNI54%2FediV3aTUY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","1","0","2025-09-21T02:36:57.000Z","kyleigh.brooke4","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7344840906841195562","7552365772321276686","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d92d5fbee418d92d573acea0657925ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=444ecb62&x-expires=1763848800&x-signature=4TJwktkeizOMtK1zJ%2BgsIxwqBwI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"what if we're the alien","1","0","2025-08-23T17:41:39.000Z","a.c.r403","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7540872505478284343","7541837468502033207","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2b63446fd3e453d2e6429f84d8930b36~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=58404e05&x-expires=1763848800&x-signature=XtVRUVuw3RLolNHYbWtSumuQJoY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","1","1","2025-09-21T19:09:52.000Z","tybell87","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7072912553748497450","7552621631530992414","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/6d1e86a4d532c1e0015544e709268f80~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4d495f19&x-expires=1763848800&x-signature=0LfkhN5cAjYYu1f%2BfjKoLS%2FyJmM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","1","1","2025-10-03T07:05:06.000Z","shadowtheheghog7","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","6855143670569878533","7556887773794747166","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c5b6d10d8fc556cb43eac03249de1b87~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bced186f&x-expires=1763848800&x-signature=ZwzNz5msuSAcudWjQzkukUgWUz4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"heck now ss is here from among us😭💀","1","0","2025-08-17T23:31:10.000Z","axolotllover2.0","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7407488425932620842","7539701058218591007","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a37d84a2f46c027bd9872f6ae6a1164b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e55a5257&x-expires=1763848800&x-signature=jYZHPS1VKPDJVqlnXw0xdZ0NDOk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"","0","0","2025-11-07T05:07:10.000Z","karinatorres8859","https://www.tiktok.com/@larryknight_4ever/video/7061686011729890606","7143089266725749806","7569845525911470861","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f56ef35759d4eaaf99bc9f05725673c0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=82fe8251&x-expires=1763848800&x-signature=18ITWpepaI3SQgn8Uy1XO6kDe3c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Eversource about to mail them a bill","380","8","2024-12-15T22:44:14.000Z","thegrievingandthedead","https://www.tiktok.com/@vanessasvirtualdiary/video/7448157033607679278","126838","7448773089412809518","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/06d04eebc31a9e2c363c4cc100116c66~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9c98bc2&x-expires=1763848800&x-signature=gi%2F%2F%2FnYetvTE%2BvdA5TTOOiLwCRY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Not gunna be scared cause it’s staged. Once they start attacking I’ll be scared","394","14","2024-12-14T17:33:34.000Z","cheltsea_","https://www.tiktok.com/@vanessasvirtualdiary/video/7448157033607679278","6814456528528770053","7448321976810472223","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/ffdbdbea821ad7e6b3ff5eb1d59be5b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f830762e&x-expires=1763848800&x-signature=nvlsLAjv6RngqkfUKXBd%2BueiPYk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I live in CT. Obvi I’m following the recent current events in the sky, but 4 years ago I had 2 very very close up UFO encounters. Like, I saw every single solitary detail on them. It was life changing","82","13","2024-12-14T14:42:05.000Z","caroline.lisi","https://www.tiktok.com/@vanessasvirtualdiary/video/7448157033607679278","6510975595929157641","7448277768221819679","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/87190d7375b330509c517b7642514ee4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4e88ceab&x-expires=1763848800&x-signature=op9fq3QyZdmGwz8vA0WqnVBHoFU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"They need to hurry up I don’t wanna pay bills anymore 😭","1656","30","2024-12-14T20:44:38.000Z","fiineewiinee","https://www.tiktok.com/@vanessasvirtualdiary/video/7448157033607679278","6877214356543718405","7448371194343654190","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/13ce8f113d74318a115b1fced5444132~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5f6e0fda&x-expires=1763848800&x-signature=ScOgGjMc2QLNIJg5kjxiMaFF4kw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"I saw something last night too! In NB","50","4","2024-12-14T18:42:33.000Z","miizschuly","https://www.tiktok.com/@vanessasvirtualdiary/video/7448157033607679278","6959664862142923782","7448339717436769067","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9dadbc32e9ec1b3db9cd706f240e13c7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=815d1968&x-expires=1763848800&x-signature=3CS5scHuaHomk%2F1xRqhtcKccTw4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
